Well_Permit_Num,Period_ID,Production_Indicator,Well_Status,Farm_Name,Spud_Date,Gas_Quantity,Gas_Production_Days,Condensate_Quantity,Condensate_Production_Days,Oil_Quantity,Oil_Production_Days,Averaged,Operator,OGO_NUM,Well_County,Well_Municipality,Well_Latitude,Well_Longitude,Unconventional,Well_Configuration,Home_Use,Reporting_Period,Comment_Reason,Comment_Text,Record_Source
117-20843,15AUGU,No,RINAC,SEVEM 474 1V,01/05/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.723611,-77.249122,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20846,15AUGU,No,RINAC,SIGNOR 566 1V,01/31/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.699983,-77.240194,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20864,15AUGU,No,RINAC,HUDSON 575-1V,10/27/2010,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.699894,-77.216844,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20874,15AUGU,No,RINAC,LOPATOFSKY 287 1V,01/03/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773653,-77.243336,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20880,15AUGU,No,RINAC,BURKE 285 1V,11/01/2010,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.781139,-77.223461,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20881,15AUGU,No,RINAC,SMITHGALL 293 1V,10/27/2010,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.763539,-77.262525,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20916,15AUGU,No,PLUGGED,FENTON 473 1V,03/18/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.719689,-77.260758,Yes,VERTI,No,Aug 2015 (Unconventional wells),Plugged well,Plugged 8/13/15,OGRE
117-20921,15AUGU,No,RINAC,WORDEN 571 1V,11/10/2010,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.719083,-77.187858,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20922,15AUGU,No,RINAC,SALEVSKY 335 1V,06/06/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.820492,-77.227789,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20923,15AUGU,No,RINAC,PATTERSON 570 1V,01/19/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.717158,-77.200031,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20954,15AUGU,No,RINAC,HARMAN 565 1V,12/15/2010,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.694714,-77.24765,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-20999,15AUGU,No,RINAC,BOROCH 477 1V,05/21/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.734836,-77.222525,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-21035,15AUGU,No,RINAC,PROPHETA 288 1V,06/01/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.808625,-77.231144,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-21174,15AUGU,Yes,ACTIVE,KNOWLTON 303 1H,02/20/2011,23974.52,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.748322,-77.188872,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21175,15AUGU,Yes,ACTIVE,KNOWLTON 303 2H,02/22/2011,689.48,1,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.748247,-77.188825,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21176,15AUGU,No,ACTIVE,KNOWLTON 303 3H,02/24/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.748172,-77.188781,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21177,15AUGU,Yes,ACTIVE,KNOWLTON 303 4H,02/26/2011,20579.99,30,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.748286,-77.188847,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21178,15AUGU,Yes,ACTIVE,KNOWLTON 303 5H,02/28/2011,19207.24,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.748211,-77.188803,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21179,15AUGU,Yes,ACTIVE,KNOWLTON 303 6H,02/21/2011,39159.72,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.748136,-77.188756,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21185,15AUGU,Yes,ACTIVE,WILSON 283 1H,05/28/2011,42710.1,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.792889,-77.195414,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21186,15AUGU,Yes,ACTIVE,WILSON 283 2H,05/29/2011,50436.69,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.792814,-77.195367,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21187,15AUGU,Yes,ACTIVE,WILSON 283 4H,05/30/2011,12952.98,24,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.792853,-77.195389,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21188,15AUGU,Yes,ACTIVE,WILSON 283 5H,06/01/2011,12369.7,24,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.792778,-77.195344,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21190,15AUGU,Yes,ACTIVE,SHELMAN M 291 1H,06/30/2011,18603.49,30,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791297,-77.265719,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21191,15AUGU,Yes,ACTIVE,SHELMAN M 291 3H,07/02/2011,30216.91,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791147,-77.265628,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21192,15AUGU,Yes,ACTIVE,SHELMAN M 291 4H,07/03/2011,12125.75,20,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791261,-77.265697,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21193,15AUGU,Yes,ACTIVE,SHELMAN M 291 5H,07/04/2011,11868.63,30,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791186,-77.26565,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21194,15AUGU,Yes,ACTIVE,SHELMAN M 291 6H,07/01/2011,19893.5,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791111,-77.265603,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21306,15AUGU,Yes,ACTIVE,SHELMAN 291 7H,09/20/2011,10861.44,21,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791239,-77.265622,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21307,15AUGU,Yes,ACTIVE,SHELMAN 291 8H,09/22/2011,12084.43,25,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791256,-77.265572,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21308,15AUGU,Yes,ACTIVE,SHELMAN 291 5HS,09/08/2011,4892.64,9,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.791108,-77.265844,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21340,15AUGU,Yes,ACTIVE,BARBINE J 292 1H,10/25/2011,16538.1,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.789342,-77.277519,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21341,15AUGU,Yes,ACTIVE,BARBINE J 292 2H,10/26/2011,20104.32,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.789383,-77.277508,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21342,15AUGU,Yes,ACTIVE,BARBINE J 292 3H,10/27/2011,18531.17,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.789303,-77.277533,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21343,15AUGU,Yes,ACTIVE,BARBINE J 292 4H,10/28/2011,2095.66,2,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.789264,-77.277547,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21344,15AUGU,Yes,ACTIVE,BARBINE J 292 5H,10/29/2011,14152.63,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.789183,-77.277572,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21345,15AUGU,Yes,ACTIVE,BARBINE J 292 6H,10/30/2011,10336.99,16,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.789222,-77.277558,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21393,15AUGU,No,ACTIVE,BURKE T 285N 1H,12/24/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.781075,-77.223861,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21394,15AUGU,No,ACTIVE,BURKE T 285N 2H,12/19/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.7811,-77.223756,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21395,15AUGU,No,ACTIVE,BURKE T 285N 3H,12/22/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.781125,-77.22365,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21396,15AUGU,No,ACTIVE,BURKE T 285S 4H,12/20/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.781089,-77.223808,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21397,15AUGU,No,ACTIVE,BURKE T 285S 5H,12/21/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.781114,-77.223703,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21398,15AUGU,No,ACTIVE,BURKE T 285S 6H,12/23/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.781139,-77.223597,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21403,15AUGU,Yes,ACTIVE,LOPATOFSKY T 287 1H,03/04/2012,2104.36,7,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773694,-77.242942,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21404,15AUGU,Yes,ACTIVE,LOPATOFSKY T 287 2H,03/05/2012,4404.19,16,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.7737,-77.242833,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21405,15AUGU,Yes,ACTIVE,LOPATOFSKY T 287 3H,03/02/2012,5428.91,22,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773706,-77.242722,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21406,15AUGU,No,ACTIVE,LOPATOFSKY T 287 4H,03/03/2012,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773697,-77.242889,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21407,15AUGU,No,ACTIVE,LOPATOFSKY T 287 5H,03/06/2012,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773703,-77.242778,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21408,15AUGU,No,ACTIVE,LOPATOFSKY T 287 6H,03/07/2012,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773708,-77.242669,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21467,15AUGU,Yes,ACTIVE,YUNGWIRTH M 307 2H,03/28/2012,29400.73,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.746469,-77.201431,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21469,15AUGU,Yes,ACTIVE,YUNGWIRTH M 307 4H,04/01/2012,22657.04,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.746475,-77.201483,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21471,15AUGU,Yes,ACTIVE,YUNGWIRTH M 307 6H,03/30/2012,33653.49,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.746458,-77.201267,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21473,15AUGU,Yes,ACTIVE,YUNGWIRTH M 307 8H,03/29/2012,16662.82,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.746461,-77.201319,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21474,15AUGU,Yes,ACTIVE,YUNGWIRTH M 307 10H,03/27/2012,25302.98,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.746467,-77.201375,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21518,15AUGU,No,ACTIVE,WILSON M 286 1H,06/22/2012,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.769061,-77.226861,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21519,15AUGU,No,ACTIVE,WILSON M 286 3H,06/23/2012,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.769075,-77.226808,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21520,15AUGU,No,ACTIVE,WILSON M 286 5H,06/24/2012,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.769086,-77.226756,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21748,15AUGU,Yes,ACTIVE,LOPATOFSKY 287 23H,12/09/2014,458442.67,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHARLESTON,41.773575,-77.243442,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20600,15AUGU,Yes,ACTIVE,MATZ 824 1H,07/09/2010,6219.66,8,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.897328,-77.368216,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20610,15AUGU,Yes,ACTIVE,CUMMINGS 823 2H,03/31/2010,5829.06,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895727,-77.379674,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20611,15AUGU,Yes,ACTIVE,CUMMINGS 823 3H,04/01/2010,6831.29,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895744,-77.379624,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20612,15AUGU,Yes,ACTIVE,CUMMINGS 823 4H,04/01/2010,3546.77,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895672,-77.379702,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20615,15AUGU,Yes,ACTIVE,MATZ 824 2H,07/10/2010,6987.66,9,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.897344,-77.368166,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20624,15AUGU,Yes,ACTIVE,CUMMINGS 823 5H,04/14/2010,6023.25,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895689,-77.37965,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20630,15AUGU,Yes,ACTIVE,CUMMINGS 823 6H,04/15/2010,3895.55,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895705,-77.379602,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20672,15AUGU,Yes,ACTIVE,CUMMINGS 823 1H,05/01/2010,5765.18,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895711,-77.379725,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20711,15AUGU,Yes,ACTIVE,MATZ 824 3H,07/11/2010,6395.47,9,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.897361,-77.368117,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20712,15AUGU,Yes,ACTIVE,MATZ 824 4H,07/12/2010,5435.97,9,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.897289,-77.368194,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20713,15AUGU,Yes,ACTIVE,MATZ 824 5H,07/13/2010,4064.49,8,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.897306,-77.368144,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20714,15AUGU,Yes,ACTIVE,MATZ 824 6H,07/14/2010,3196.99,9,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.897322,-77.368094,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20739,15AUGU,No,RINAC,KALKE 819 1V,09/19/2010,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.858619,-77.406114,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-21041,15AUGU,No,RINAC,VIOLET BIESER REVOC LIV TR 833 1V,04/16/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.864606,-77.372375,Yes,VERTI,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-21167,15AUGU,No,ACTIVE,NEAL 815 1H,05/18/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.883008,-77.418103,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21168,15AUGU,Yes,ACTIVE,NEAL 815 2H,05/19/2011,11063.86,15,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.882933,-77.418058,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21169,15AUGU,No,ACTIVE,NEAL 815 3H,05/20/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.882858,-77.418011,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21170,15AUGU,No,ACTIVE,NEAL 815 4H,05/21/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.882969,-77.418081,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21171,15AUGU,Yes,ACTIVE,NEAL 815 5H,05/22/2011,6539.72,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.882894,-77.418033,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21172,15AUGU,No,ACTIVE,NEAL 815 6H,05/23/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.882819,-77.417989,Yes,HORIZ,No,Aug 2015 (Unconventional wells),"Well spud, drilling not completed",,OGRE
117-21221,15AUGU,Yes,ACTIVE,NEAL 815 2HB,05/26/2011,8200.55,19,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.883083,-77.41815,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21263,15AUGU,Yes,ACTIVE,SHOWALTER 822 1H,09/06/2011,9436.1,8,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.8952,-77.391606,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21264,15AUGU,Yes,ACTIVE,SHOWALTER 822 2H,08/10/2011,9590.26,8,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895217,-77.391556,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21265,15AUGU,Yes,ACTIVE,SHOWALTER 822 4H,08/14/2011,4943.19,7,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.89525,-77.391453,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21280,15AUGU,No,RINAC,SHOWALTER 822 3H,08/12/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.895233,-77.391506,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-21317,15AUGU,No,ACTIVE,WATKINS V 820 5H,10/03/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.893481,-77.410436,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,12/26/14,OGRE
117-21318,15AUGU,No,ACTIVE,WATKINS V 820 5HS,10/04/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.8935,-77.410292,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,12/16/14,OGRE
117-21361,15AUGU,No,RINAC,BIESER V 833 2H,11/02/2011,,,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.864792,-77.372158,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Regulatory Inactive Well,,OGRE
117-21530,15AUGU,Yes,ACTIVE,NEAL D 815 1V,05/13/2013,91885.69,30,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.882897,-77.418236,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21652,15AUGU,Yes,ACTIVE,WATKINS 820 25H,09/16/2013,132445.38,28,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.893378,-77.410261,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21676,15AUGU,Yes,ACTIVE,WATKINS 820 23H,02/05/2014,108226.25,27,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.893336,-77.410253,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21677,15AUGU,Yes,ACTIVE,WATKINS 820 21H,02/05/2014,224522.54,31,,,,,No,SWEPI LP,OGO-67805,TIOGA,CHATHAM,41.893297,-77.410244,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21337,15AUGU,Yes,ACTIVE,SHARRETTS F 805 2H,10/22/2011,35241.44,29,,,,,No,SWEPI LP,OGO-67805,TIOGA,CLYMER,41.829033,-77.503331,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21338,15AUGU,Yes,ACTIVE,SHARRETTS F 805 2HB,10/23/2011,30363.06,20,,,,,No,SWEPI LP,OGO-67805,TIOGA,CLYMER,41.828978,-77.503331,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-21659,15AUGU,Yes,ACTIVE,SHARRETTS 805 23H,08/26/2013,136905.54,30,,,,,No,SWEPI LP,OGO-67805,TIOGA,CLYMER,41.828983,-77.503225,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20209,15AUGU,Yes,ACTIVE,WILCOX 1,08/14/2008,1303,31,,,,,No,TENASKA RES LLC,OGO-67835,TIOGA,COVINGTON,41.752231,-77.03227,Yes,VERTI,No,Aug 2015 (Unconventional wells),,,OGRE
117-20260,15AUGU,No,ACTIVE,WILCOX TEOG 1 38936,02/05/2009,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.748609,-77.121659,Yes,VERTI,No,Aug 2015 (Unconventional wells),Plugged well,,OGRE
117-20283,15AUGU,No,ACTIVE,WILCOX 2H,07/16/2009,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.742845,-77.120148,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
117-20335,15AUGU,Yes,ACTIVE,WIVELL 3H 39117,09/28/2009,35363.44,31,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.744973,-77.153691,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20337,15AUGU,No,ACTIVE,PINO 3H 39128,08/27/2009,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.740898,-77.152649,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
117-20342,15AUGU,No,ACTIVE,DETWEILER 1H 39021,08/03/2009,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.742859,-77.120109,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
117-20343,15AUGU,No,ACTIVE,DETWEILER 3H 39023,01/07/2010,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.742831,-77.120187,Yes,HORIZ,No,Aug 2015 (Unconventional wells),Well Temporarily Shut-In,,OGRE
117-20381,15AUGU,Yes,ACTIVE,WIVELL 4H 39276,11/08/2009,47697.4,30,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.744972,-77.153783,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20382,15AUGU,Yes,ACTIVE,WIVELL 5H 39280,10/22/2009,34213.77,29,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.744973,-77.153783,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20395,15AUGU,Yes,ACTIVE,PINO 4H 39223,03/19/2010,1701.3,3,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.739076,-77.159841,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20396,15AUGU,Yes,ACTIVE,PINO 6H 39225,03/19/2010,1521.77,3,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.739076,-77.159933,Yes,HORIZ,No,Aug 2015 (Unconventional wells),,,OGRE
117-20432,15AUGU,No,ACTIVE,MARVIN 1V 39315,10/30/2009,,,,,,,No,SENECA RESOURCES CORP,OGO-15547,TIOGA,COVINGTON,41.736976,-77.151952,Yes,VERTI,No,Aug 2015 (Unconventional wells),Plugged well,,OGRE
