DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
09X132,P.S. 132 Garret A. Morgan,2017-18,370,0,64,39,69,68,65,65,0,0,0,0,0,0,0,183,49.5,187,50.5,1,0.3,166,44.9,202,54.6,0,0,1,0.3,97,26.2,54,14.6,348,94.1,96.9%
09X163,P.S. 163 Arthur A. Schomburg,2017-18,481,18,64,71,91,77,85,75,0,0,0,0,0,0,0,229,47.6,252,52.4,4,0.8,175,36.4,293,60.9,2,0.4,7,1.5,109,22.7,181,37.6,479,99.6,96.6%
09X170,P.S. 170,2017-18,263,0,87,86,90,0,0,0,0,0,0,0,0,0,0,123,46.8,140,53.2,4,1.5,67,25.5,187,71.1,2,0.8,3,1.1,38,14.4,78,29.7,231,87.8,93.1%
09X199,P.S. 199X - The Shakespeare School,2017-18,749,54,110,100,123,134,113,115,0,0,0,0,0,0,0,348,46.5,401,53.5,11,1.5,193,25.8,505,67.4,24,3.2,16,2.1,150,20,207,27.6,730,97.5,94.7%
09X204,P.S. 204 Morris Heights,2017-18,630,36,74,69,84,122,123,122,0,0,0,0,0,0,0,303,48.1,327,51.9,12,1.9,167,26.5,441,70,4,0.6,6,1,136,21.6,74,11.7,538,85.4,91.5%
09X215,Kappa,2017-18,317,0,0,0,0,0,0,0,134,105,78,0,0,0,0,164,51.7,153,48.3,18,5.7,150,47.3,142,44.8,3,0.9,4,1.3,78,24.6,48,15.1,287,90.5,93.5%
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2017-18,1009,0,117,118,131,114,110,106,115,107,91,0,0,0,0,499,49.5,510,50.5,28,2.8,44,4.4,918,91,8,0.8,11,1.1,191,18.9,290,28.7,875,86.7,91.9%
09X219,I.S. 219 New Venture School,2017-18,352,0,0,0,0,0,0,0,128,118,106,0,0,0,0,153,43.5,199,56.5,2,0.6,135,38.4,211,59.9,1,0.3,3,0.9,107,30.4,94,26.7,332,94.3,96.6%
09X227,Bronx Collegiate Academy,2017-18,396,0,0,0,0,0,0,0,0,0,0,117,116,91,72,200,50.5,196,49.5,12,3,80,20.2,295,74.5,3,0.8,6,1.5,95,24,86,21.7,338,85.4,92.9%
09X229,I.S. 229 Roland Patterson,2017-18,246,0,0,0,0,0,0,0,84,79,83,0,0,0,0,131,53.3,115,46.7,1,0.4,96,39,146,59.3,3,1.2,0,0,80,32.5,48,19.5,228,92.7,95.7%
09X231,Eagle Academy for Young Men,2017-18,511,0,0,0,0,0,0,0,75,68,59,79,104,65,61,0,0,511,100,3,0.6,281,55,218,42.7,7,1.4,2,0.4,138,27,26,5.1,400,78.3,77.9%
09X232,I.S. 232,2017-18,488,0,0,0,0,0,0,0,171,145,172,0,0,0,0,239,49,249,51,4,0.8,91,18.6,389,79.7,0,0,4,0.8,112,23,191,39.1,470,96.3,93.1%
09X236,P.S. 236 Langston Hughes,2017-18,291,15,49,47,46,54,54,26,0,0,0,0,0,0,0,152,52.2,139,47.8,3,1,69,23.7,212,72.9,3,1,4,1.4,76,26.1,46,15.8,283,97.3,92.5%
09X241,Urban Assembly School for Applied Math and Science,2017-18,616,0,0,0,0,0,0,0,88,89,83,92,86,80,98,285,46.3,331,53.7,1,0.2,202,32.8,404,65.6,5,0.8,4,0.6,179,29.1,83,13.5,576,93.5,89.7%
09X250,Eximius College Preparatory Academy: A College Boa,2017-18,432,0,0,0,0,0,0,0,0,0,0,146,102,97,87,234,54.2,198,45.8,8,1.9,149,34.5,265,61.3,8,1.9,2,0.5,101,23.4,43,10,358,82.9,85.3%
09X252,Mott Hall Bronx High School,2017-18,387,0,0,0,0,0,0,0,0,0,0,92,94,99,102,198,51.2,189,48.8,3,0.8,91,23.5,284,73.4,6,1.6,3,0.8,94,24.3,33,8.5,357,92.2,88.9%
09X260,Bronx Center for Science and Mathematics,2017-18,463,0,0,0,0,0,0,0,0,0,0,132,129,102,100,255,55.1,208,44.9,33,7.1,106,22.9,309,66.7,5,1.1,10,2.2,106,22.9,30,6.5,398,86,84.2%
09X263,Validus Preparatory Academy,2017-18,372,0,0,0,0,0,0,0,0,0,0,117,107,77,71,191,51.3,181,48.7,1,0.3,101,27.2,262,70.4,2,0.5,6,1.6,107,28.8,77,20.7,322,86.6,91.4%
09X274,The New American Academy at Roberto Clemente State,2017-18,797,66,112,137,135,124,113,110,0,0,0,0,0,0,0,385,48.3,412,51.7,5,0.6,292,36.6,478,60,12,1.5,10,1.3,208,26.1,123,15.4,747,93.7,96.2%
09X294,The Walton Avenue School,2017-18,515,0,80,81,86,85,89,94,0,0,0,0,0,0,0,248,48.2,267,51.8,5,1,92,17.9,403,78.3,8,1.6,7,1.4,114,22.1,104,20.2,495,96.1,96.1%
09X297,Morris Academy for Collaborative Studies,2017-18,401,0,0,0,0,0,0,0,0,0,0,128,93,85,95,200,49.9,201,50.1,6,1.5,115,28.7,274,68.3,2,0.5,4,1,111,27.7,70,17.5,378,94.3,89.8%
09X303,I.S. X303 Leadership & Community Service,2017-18,332,0,0,0,0,0,0,0,102,99,131,0,0,0,0,164,49.4,168,50.6,3,0.9,86,25.9,237,71.4,3,0.9,3,0.9,109,32.8,40,12,330,99.4,92.5%
09X311,Lucero Elementary School,2017-18,402,0,52,53,63,81,84,69,0,0,0,0,0,0,0,182,45.3,220,54.7,3,0.7,32,8,364,90.5,2,0.5,1,0.2,92,22.9,199,49.5,394,98,96.1%
09X313,I.S. 313 School of Leadership Development,2017-18,315,0,0,0,0,0,0,0,107,102,106,0,0,0,0,144,45.7,171,54.3,2,0.6,93,29.5,217,68.9,0,0,3,1,76,24.1,102,32.4,291,92.4,95.3%
09X323,Bronx Writing Academy,2017-18,438,0,0,0,0,0,0,0,120,159,159,0,0,0,0,225,51.4,213,48.6,7,1.6,140,32,280,63.9,5,1.1,6,1.4,110,25.1,126,28.8,416,95,94.0%
09X324,Bronx Early College Academy for Teaching & Learnin,2017-18,522,0,0,0,0,0,0,0,77,110,65,80,58,66,66,262,50.2,260,49.8,15,2.9,138,26.4,357,68.4,4,0.8,8,1.5,99,19,63,12.1,459,87.9,88.4%
09X325,Urban Science Academy,2017-18,317,0,0,0,0,0,0,0,121,81,115,0,0,0,0,134,42.3,183,57.7,2,0.6,97,30.6,214,67.5,0,0,4,1.3,78,24.6,107,33.8,277,87.4,93.9%
09X327,Comprehensive Model School Project M.S. 327,2017-18,734,0,0,0,0,0,0,0,100,100,98,112,112,110,102,366,49.9,368,50.1,2,0.3,154,21,567,77.2,2,0.3,9,1.2,182,24.8,87,11.9,668,91,89.4%
09X328,New Millennium Business Academy Middle School,2017-18,242,0,0,0,0,0,0,0,89,80,73,0,0,0,0,109,45,133,55,0,0,79,32.6,160,66.1,1,0.4,2,0.8,69,28.5,82,33.9,207,85.5,91.4%
09X329,DreamYard Preparatory School,2017-18,266,0,0,0,0,0,0,0,0,0,0,94,63,62,47,154,57.9,112,42.1,2,0.8,74,27.8,188,70.7,1,0.4,1,0.4,53,19.9,78,29.3,228,85.7,92.8%
09X339,I.S. 339,2017-18,516,0,0,0,0,0,0,0,191,156,169,0,0,0,0,219,42.4,297,57.6,9,1.7,151,29.3,351,68,2,0.4,3,0.6,139,26.9,151,29.3,471,91.3,94.6%
09X350,New Directions Secondary School,2017-18,234,0,0,0,0,0,0,0,14,30,61,54,47,23,5,94,40.2,140,59.8,2,0.9,58,24.8,162,69.2,10,4.3,2,0.9,77,32.9,83,35.5,224,95.7,96.1%
09X361,The Highbridge Green School,2017-18,397,0,0,0,0,0,0,0,130,135,132,0,0,0,0,202,50.9,195,49.1,2,0.5,95,23.9,292,73.6,4,1,4,1,103,25.9,86,21.7,386,97.2,91.8%
09X365,Academy for Language and Technology,2017-18,323,0,0,0,0,0,0,0,0,0,0,95,78,73,77,136,42.1,187,57.9,0,0,1,0.3,322,99.7,0,0,0,0,31,9.6,216,66.9,312,96.6,98.4%
09X403,Bronx International High School,2017-18,414,0,0,0,0,0,0,0,0,0,0,122,97,100,95,213,51.4,201,48.6,11,2.7,55,13.3,333,80.4,4,1,11,2.7,10,2.4,359,86.7,365,88.2,99.2%
09X404,School for Excellence,2017-18,375,0,0,0,0,0,0,0,0,0,0,92,108,79,96,170,45.3,205,54.7,5,1.3,92,24.5,269,71.7,4,1.1,5,1.3,97,25.9,111,29.6,321,85.6,91.6%
09X412,Bronx High School of Business,2017-18,284,0,0,0,0,0,0,0,0,0,0,99,93,45,47,126,44.4,158,55.6,7,2.5,65,22.9,205,72.2,2,0.7,5,1.8,71,25,113,39.8,248,87.3,95.8%
09X413,Bronx High School for Medical Science,2017-18,433,0,0,0,0,0,0,0,59,43,48,91,76,77,39,236,54.5,197,45.5,33,7.6,122,28.2,267,61.7,6,1.4,5,1.2,86,19.9,55,12.7,361,83.4,90.4%
09X443,The Family School,2017-18,554,36,97,95,81,85,80,80,0,0,0,0,0,0,0,290,52.3,264,47.7,23,4.2,150,27.1,375,67.7,3,0.5,3,0.5,132,23.8,171,30.9,531,95.8,96.0%
09X449,Grant Avenue Elementary School,2017-18,439,25,72,77,60,73,80,52,0,0,0,0,0,0,0,212,48.3,227,51.7,20,4.6,116,26.4,286,65.1,10,2.3,7,1.6,124,28.2,106,24.1,419,95.4,91.5%
09X454,Science and Technology Academy: A Mott Hall School,2017-18,447,0,0,0,0,0,0,0,141,151,155,0,0,0,0,207,46.3,240,53.7,13,2.9,129,28.9,304,68,0,0,1,0.2,92,20.6,82,18.3,410,91.7,86.5%
09X457,Sheridan Academy for Young Leaders,2017-18,477,0,61,77,80,80,88,91,0,0,0,0,0,0,0,245,51.4,232,48.6,5,1,134,28.1,331,69.4,4,0.8,3,0.6,122,25.6,96,20.1,465,97.5,93.5%
09X505,"Bronx School for Law, Government and Justice",2017-18,771,0,0,0,0,0,0,0,95,91,89,126,136,112,122,431,55.9,340,44.1,9,1.2,190,24.6,550,71.3,15,1.9,7,0.9,162,21,80,10.4,693,89.9,87.0%
09X517,Frederick Douglass Academy III Secondary School,2017-18,424,0,0,0,0,0,0,0,0,0,0,106,120,95,103,175,41.3,249,58.7,4,0.9,183,43.2,222,52.4,8,1.9,7,1.7,93,21.9,60,14.2,368,86.8,92.4%
09X525,Bronx Leadership Academy High School,2017-18,583,0,0,0,0,0,0,0,0,0,0,204,162,96,121,287,49.2,296,50.8,3,0.5,183,31.4,382,65.5,5,0.9,10,1.7,169,29,117,20.1,509,87.3,92.4%
09X543,High School for Violin and Dance,2017-18,264,0,0,0,0,0,0,0,0,0,0,77,58,58,71,207,78.4,57,21.6,1,0.4,84,31.8,175,66.3,0,0,4,1.5,82,31.1,35,13.3,255,96.6,93.8%
09X555,Mount Eden Children's Academy,2017-18,432,54,50,63,70,68,62,65,0,0,0,0,0,0,0,214,49.5,218,50.5,1,0.2,86,19.9,336,77.8,6,1.4,3,0.7,68,15.7,89,20.6,394,91.2,88.5%
09X564,Claremont International HS,2017-18,382,0,0,0,0,0,0,0,0,0,0,87,101,85,109,204,53.4,178,46.6,29,7.6,90,23.6,245,64.1,3,0.8,15,3.9,16,4.2,307,80.4,361,94.5,99.0%
09X568,Young Women's Leadership School of the Bronx,2017-18,465,0,0,0,0,0,0,0,95,81,76,83,68,62,0,465,100,0,0,12,2.6,170,36.6,271,58.3,7,1.5,5,1.1,91,19.6,28,6,401,86.2,82.2%
09X582,Garden of Learning and Discovery Pre-K Center,2017-18,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37.8,51,62.2,11,13.4,14,17.1,55,67.1,0,0,2,2.4,11,13.4,0,0,59,72,84.6%
10X003,P.S. 3 Raul Julia Micro Society,2017-18,348,23,42,32,32,30,40,36,33,31,49,0,0,0,0,183,52.6,165,47.4,3,0.9,101,29,243,69.8,0,0,1,0.3,69,19.8,45,12.9,329,94.5,91.5%
10X007,Milton Fein School,2017-18,758,0,66,81,86,200,157,168,0,0,0,0,0,0,0,387,51.1,371,48.9,36,4.7,47,6.2,620,81.8,3,0.4,52,6.9,96,12.7,170,22.4,622,82.1,75.8%
10X008,P.S. 008 Isaac Varian,2017-18,1001,0,143,150,146,176,201,185,0,0,0,0,0,0,0,477,47.7,524,52.3,44,4.4,80,8,801,80,13,1.3,63,6.3,239,23.9,263,26.3,869,86.8,86.2%
10X009,P.S. 9 Ryer Avenue Elementary School,2017-18,850,71,117,129,115,135,145,138,0,0,0,0,0,0,0,413,48.6,437,51.4,16,1.9,132,15.5,679,79.9,15,1.8,8,0.9,173,20.4,268,31.5,783,92.1,95.4%
10X015,P.S. X015 Institute for Environmental Learning,2017-18,480,0,45,49,53,47,62,51,59,58,56,0,0,0,0,262,54.6,218,45.4,5,1,55,11.5,414,86.3,5,1,1,0.2,96,20,47,9.8,379,79,87.5%
10X020,"P.S./M.S. 20 P.O.George J. Werdann, III",2017-18,1072,18,99,103,116,122,109,141,123,122,119,0,0,0,0,517,48.2,555,51.8,99,9.2,117,10.9,776,72.4,22,2.1,58,5.4,263,24.5,259,24.2,1016,94.8,87.2%
10X023,P.S. 023 The New Children's School,2017-18,488,46,71,85,56,66,95,69,0,0,0,0,0,0,0,239,49,249,51,2,0.4,170,34.8,309,63.3,2,0.4,5,1,117,24,93,19.1,450,92.2,95.1%
10X024,P.S. 024 Spuyten Duyvil,2017-18,915,0,170,138,163,153,146,145,0,0,0,0,0,0,0,441,48.2,474,51.8,81,8.9,58,6.3,387,42.3,43,4.7,346,37.8,118,12.9,41,4.5,243,26.6,26.2%
10X032,P.S. 032 Belmont,2017-18,819,35,114,115,140,142,137,136,0,0,0,0,0,0,0,443,54.1,376,45.9,6,0.7,178,21.7,611,74.6,6,0.7,18,2.2,186,22.7,139,17,808,98.7,95.0%
10X033,P.S. 033 Timothy Dwight,2017-18,919,54,133,134,142,149,148,159,0,0,0,0,0,0,0,464,50.5,455,49.5,9,1,98,10.7,786,85.5,16,1.7,10,1.1,189,20.6,228,24.8,833,90.6,94.9%
10X037,P.S. X037 - Multiple Intelligence School,2017-18,646,0,62,60,66,96,98,89,55,50,70,0,0,0,0,295,45.7,351,54.3,13,2,139,21.5,473,73.2,9,1.4,12,1.9,178,27.6,99,15.3,551,85.3,86.5%
10X045,Thomas C. Giordano Middle School 45,2017-18,710,0,0,0,0,0,0,0,227,226,257,0,0,0,0,351,49.4,359,50.6,14,2,111,15.6,548,77.2,6,0.8,31,4.4,131,18.5,143,20.1,689,97,93.6%
10X046,P.S. 046 Edgar Allan Poe,2017-18,921,0,148,147,155,150,174,147,0,0,0,0,0,0,0,461,50.1,460,49.9,20,2.2,117,12.7,753,81.8,7,0.8,24,2.6,217,23.6,363,39.4,846,91.9,94.9%
10X051,P.S. 051 Bronx New School,2017-18,217,18,39,36,37,37,24,26,0,0,0,0,0,0,0,98,45.2,119,54.8,4,1.8,77,35.5,129,59.4,2,0.9,5,2.3,33,15.2,8,3.7,194,89.4,83.5%
10X054,P.S./I.S. 54,2017-18,485,53,75,73,81,73,67,63,0,0,0,0,0,0,0,250,51.5,235,48.5,14,2.9,113,23.3,351,72.4,2,0.4,5,1,89,18.4,112,23.1,472,97.3,94.0%
10X056,P.S. 056 Norwood Heights,2017-18,704,0,130,128,105,112,110,119,0,0,0,0,0,0,0,333,47.3,371,52.7,147,20.9,52,7.4,449,63.8,14,2,42,6,167,23.7,121,17.2,598,84.9,89.4%
10X059,P.S. 059 The Community School of Technology,2017-18,575,58,75,75,83,87,85,112,0,0,0,0,0,0,0,284,49.4,291,50.6,5,0.9,174,30.3,384,66.8,8,1.4,4,0.7,162,28.2,97,16.9,575,100,97.1%
10X077,Bedford Park Elementary School,2017-18,358,34,76,103,73,72,0,0,0,0,0,0,0,0,0,158,44.1,200,55.9,44,12.3,27,7.5,232,64.8,7,2,48,13.4,52,14.5,103,28.8,309,86.3,87.1%
10X080,J.H.S. 080 The Mosholu Parkway,2017-18,691,0,0,0,0,0,0,0,225,235,231,0,0,0,0,307,44.4,384,55.6,88,12.7,89,12.9,474,68.6,6,0.9,34,4.9,157,22.7,232,33.6,626,90.6,88.7%
10X081,P.S. 081 Robert J. Christen,2017-18,725,0,135,125,119,117,120,109,0,0,0,0,0,0,0,359,49.5,366,50.5,53,7.3,58,8,385,53.1,23,3.2,206,28.4,129,17.8,67,9.2,348,48,40.2%
10X085,P.S. 085 Great Expectations,2017-18,953,76,140,149,127,153,151,157,0,0,0,0,0,0,0,470,49.3,483,50.7,9,0.9,258,27.1,678,71.1,5,0.5,3,0.3,194,20.4,262,27.5,914,95.9,95.4%
10X086,P.S. 086 Kingsbridge Heights,2017-18,1669,40,233,230,227,246,240,225,228,0,0,0,0,0,0,823,49.3,846,50.7,63,3.8,108,6.5,1458,87.4,11,0.7,29,1.7,313,18.8,550,33,1459,87.4,91.9%
10X091,P.S. 091 Bronx,2017-18,727,0,123,121,129,109,132,113,0,0,0,0,0,0,0,368,50.6,359,49.4,29,4,123,16.9,548,75.4,14,1.9,13,1.8,149,20.5,286,39.3,684,94.1,94.6%
10X094,P.S. 094 Kings College School,2017-18,1261,0,211,235,227,202,203,183,0,0,0,0,0,0,0,613,48.6,648,51.4,114,9,220,17.4,854,67.7,35,2.8,38,3,275,21.8,334,26.5,1172,92.9,90.4%
10X095,P.S. 095 Sheila Mencher,2017-18,1288,0,119,134,134,132,147,148,158,156,160,0,0,0,0,626,48.6,662,51.4,80,6.2,219,17,903,70.1,25,1.9,61,4.7,251,19.5,229,17.8,1046,81.2,85.4%
10X118,J.H.S. 118 William W. Niles,2017-18,1174,0,0,0,0,0,0,0,379,379,416,0,0,0,0,591,50.3,583,49.7,174,14.8,256,21.8,703,59.9,7,0.6,34,2.9,270,23,126,10.7,1054,89.8,87.6%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2017-18,1513,0,0,0,0,0,0,0,285,249,250,219,191,149,170,754,49.8,759,50.2,117,7.7,136,9,854,56.4,22,1.5,384,25.4,298,19.7,102,6.7,778,51.4,46.9%
10X159,P.S. 159 Luis Munoz Marin Biling,2017-18,193,0,25,41,38,48,22,19,0,0,0,0,0,0,0,107,55.4,86,44.6,0,0,25,13,162,83.9,2,1,4,2.1,24,12.4,52,26.9,166,86,92.7%
10X205,P.S. 205 Fiorello LaGuardia,2017-18,1019,0,150,171,164,200,164,170,0,0,0,0,0,0,0,543,53.3,476,46.7,22,2.2,124,12.2,811,79.6,5,0.5,57,5.6,218,21.4,261,25.6,919,90.2,94.8%
10X206,I.S. 206 Ann Mersereau,2017-18,207,0,0,0,0,0,0,0,74,64,69,0,0,0,0,102,49.3,105,50.7,4,1.9,27,13,173,83.6,2,1,1,0.5,67,32.4,66,31.9,187,90.3,94.9%
10X207,P.S. 207,2017-18,308,31,106,77,94,0,0,0,0,0,0,0,0,0,0,129,41.9,179,58.1,16,5.2,23,7.5,244,79.2,1,0.3,24,7.8,52,16.9,105,34.1,262,85.1,86.6%
10X209,P.S. 209,2017-18,256,36,79,77,64,0,0,0,0,0,0,0,0,0,0,140,54.7,116,45.3,2,0.8,52,20.3,202,78.9,0,0,0,0,75,29.3,32,12.5,242,94.5,93.7%
10X213,Bronx Engineering and Technology Academy,2017-18,399,0,0,0,0,0,0,0,0,0,0,140,118,72,69,63,15.8,336,84.2,12,3,114,28.6,253,63.4,9,2.3,11,2.8,104,26.1,63,15.8,364,91.2,87.2%
10X225,Theatre Arts Production Company School,2017-18,608,0,0,0,0,0,0,0,81,74,51,133,107,88,74,408,67.1,200,32.9,8,1.3,161,26.5,420,69.1,9,1.5,10,1.6,141,23.2,47,7.7,485,79.8,87.5%
10X226,P.S. 226,2017-18,478,36,80,87,83,55,71,66,0,0,0,0,0,0,0,237,49.6,241,50.4,2,0.4,104,21.8,369,77.2,3,0.6,0,0,80,16.7,115,24.1,462,96.7,93.7%
10X228,Jonas Bronck Academy,2017-18,268,0,0,0,0,0,0,0,90,88,90,0,0,0,0,136,50.7,132,49.3,18,6.7,37,13.8,201,75,6,2.2,6,2.2,49,18.3,15,5.6,240,89.6,83.6%
10X237,"The Marie Curie School for Medicine, Nursing, and",2017-18,489,0,0,0,0,0,0,0,0,0,0,164,129,116,80,364,74.4,125,25.6,14,2.9,144,29.4,307,62.8,8,1.6,16,3.3,105,21.5,63,12.9,382,78.1,86.1%
10X243,West Bronx Academy for the Future,2017-18,607,0,0,0,0,0,0,0,93,93,95,117,104,66,39,286,47.1,321,52.9,11,1.8,110,18.1,472,77.8,4,0.7,10,1.6,158,26,75,12.4,574,94.6,89.8%
10X244,The New School for Leadership and Journalism,2017-18,748,0,0,0,0,0,0,0,194,285,269,0,0,0,0,369,49.3,379,50.7,31,4.1,92,12.3,600,80.2,7,0.9,18,2.4,165,22.1,160,21.4,724,96.8,87.9%
10X246,P.S. 246 Poe Center,2017-18,736,0,111,114,97,141,131,142,0,0,0,0,0,0,0,348,47.3,388,52.7,25,3.4,61,8.3,612,83.2,7,1,31,4.2,160,21.7,276,37.5,690,93.8,94.6%
10X254,I.S. 254,2017-18,469,0,0,0,0,0,0,0,163,165,141,0,0,0,0,226,48.2,243,51.8,10,2.1,82,17.5,370,78.9,3,0.6,4,0.9,129,27.5,160,34.1,416,88.7,93.2%
10X264,Bronx Academy for Software Engineering (BASE),2017-18,426,0,0,0,0,0,0,0,0,0,0,113,133,92,88,81,19,345,81,29,6.8,124,29.1,251,58.9,8,1.9,14,3.3,128,30,29,6.8,300,70.4,78.4%
10X268,Kingsbridge International High School,2017-18,470,0,0,0,0,0,0,0,0,0,0,144,99,140,87,243,51.7,227,48.3,21,4.5,16,3.4,414,88.1,0,0,19,4,17,3.6,354,75.3,414,88.1,99.0%
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2017-18,1092,0,93,102,122,126,116,135,129,130,139,0,0,0,0,512,46.9,580,53.1,41,3.8,176,16.1,862,78.9,8,0.7,5,0.5,215,19.7,327,29.9,1029,94.2,95.2%
10X280,P.S./M.S. 280 Mosholu Parkway,2017-18,876,0,84,84,90,93,93,102,100,129,101,0,0,0,0,419,47.8,457,52.2,91,10.4,69,7.9,658,75.1,6,0.7,52,5.9,245,28,147,16.8,840,95.9,87.7%
10X284,Bronx School of Law and Finance,2017-18,380,0,0,0,0,0,0,0,0,0,0,141,83,71,85,171,45,209,55,5,1.3,97,25.5,262,68.9,4,1.1,12,3.2,90,23.7,74,19.5,322,84.7,89.3%
10X291,P.S. 291,2017-18,638,0,111,95,99,115,115,103,0,0,0,0,0,0,0,311,48.7,327,51.3,5,0.8,60,9.4,567,88.9,1,0.2,5,0.8,110,17.2,175,27.4,631,98.9,95.4%
10X306,P.S. 306,2017-18,692,0,112,108,90,111,132,139,0,0,0,0,0,0,0,364,52.6,328,47.4,9,1.3,179,25.9,497,71.8,2,0.3,5,0.7,148,21.4,98,14.2,617,89.2,94.9%
10X307,Luisa Pineiro Fuentes School of Science and Discov,2017-18,385,0,58,76,70,67,58,56,0,0,0,0,0,0,0,188,48.8,197,51.2,21,5.5,23,6,335,87,0,0,6,1.6,79,20.5,149,38.7,329,85.5,89.7%
10X308,Bronx Dance Academy School,2017-18,269,0,0,0,0,0,0,0,97,92,80,0,0,0,0,207,77,62,23,4,1.5,60,22.3,203,75.5,0,0,2,0.7,64,23.8,13,4.8,250,92.9,87.2%
10X310,P.S. 310 Marble Hill,2017-18,749,72,105,131,102,125,107,107,0,0,0,0,0,0,0,353,47.1,396,52.9,13,1.7,87,11.6,622,83,3,0.4,24,3.2,103,13.8,117,15.6,717,95.7,87.9%
10X315,P.S. 315 Lab School,2017-18,249,0,19,28,19,25,29,28,30,41,30,0,0,0,0,122,49,127,51,3,1.2,33,13.3,210,84.3,2,0.8,1,0.4,53,21.3,39,15.7,243,97.6,93.6%
10X319,Providing Urban Learners Success In Education High,2017-18,239,0,0,0,0,0,0,0,0,0,0,31,64,68,76,125,52.3,114,47.7,0,0,27,11.3,137,57.3,74,31,1,0.4,34,14.2,11,4.6,221,92.5,90.7%
10X331,The Bronx School of Young Leaders,2017-18,409,0,0,0,0,0,0,0,144,138,127,0,0,0,0,197,48.2,212,51.8,7,1.7,104,25.4,298,72.9,0,0,0,0,95,23.2,80,19.6,359,87.8,94.3%
10X340,P.S. 340,2017-18,646,18,104,111,111,97,104,101,0,0,0,0,0,0,0,293,45.4,353,54.6,8,1.2,60,9.3,561,86.8,5,0.8,12,1.9,167,25.9,198,30.7,558,86.4,91.2%
10X342,International School for Liberal Arts,2017-18,523,0,0,0,0,0,0,0,44,46,51,82,116,84,100,256,48.9,267,51.1,1,0.2,2,0.4,519,99.2,0,0,1,0.2,37,7.1,348,66.5,510,97.5,95.8%
10X344,Ampark Neighborhood,2017-18,395,16,57,59,64,62,58,79,0,0,0,0,0,0,0,185,46.8,210,53.2,15,3.8,54,13.7,250,63.3,11,2.8,65,16.5,77,19.5,11,2.8,210,53.2,48.0%
10X351,Bronx Collaborative High School,2017-18,553,0,0,0,0,0,0,0,0,0,0,161,135,128,129,270,48.8,283,51.2,11,2,165,29.8,344,62.2,11,2,22,4,120,21.7,107,19.3,465,84.1,85.7%
10X353,World View High School,2017-18,495,0,0,0,0,0,0,0,0,0,0,147,159,105,84,257,51.9,238,48.1,4,0.8,109,22,368,74.3,10,2,4,0.8,88,17.8,143,28.9,397,80.2,84.2%
10X360,P.S. 360,2017-18,490,47,72,75,87,72,73,64,0,0,0,0,0,0,0,230,46.9,260,53.1,10,2,55,11.2,410,83.7,0,0,15,3.1,113,23.1,89,18.2,462,94.3,87.4%
10X363,Academy For Personal Leadership And Excellence,2017-18,557,0,0,0,0,0,0,0,180,197,180,0,0,0,0,242,43.4,315,56.6,9,1.6,57,10.2,483,86.7,3,0.5,5,0.9,142,25.5,187,33.6,496,89,91.0%
10X368,In-Tech Academy (M.S. / High School 368),2017-18,1003,0,0,0,0,0,0,0,155,170,155,192,148,96,87,468,46.7,535,53.3,41,4.1,88,8.8,818,81.6,16,1.6,40,4,208,20.7,166,16.6,866,86.3,81.0%
10X374,Knowledge and Power Preparatory Academy Internatio,2017-18,488,0,0,0,0,0,0,0,0,0,0,151,116,117,104,285,58.4,203,41.6,12,2.5,133,27.3,316,64.8,11,2.3,16,3.3,118,24.2,70,14.3,447,91.6,85.2%
10X382,"Elementary School for Math, Science, and Technolog",2017-18,273,0,37,38,49,53,57,39,0,0,0,0,0,0,0,149,54.6,124,45.4,0,0,61,22.3,209,76.6,2,0.7,1,0.4,46,16.8,93,34.1,264,96.7,96.2%
10X386,School for Environmental Citizenship,2017-18,598,72,92,81,94,91,96,72,0,0,0,0,0,0,0,283,47.3,315,52.7,3,0.5,77,12.9,510,85.3,0,0,8,1.3,103,17.2,201,33.6,595,99.5,96.7%
10X390,M.S. 390,2017-18,539,0,0,0,0,0,0,0,187,188,164,0,0,0,0,234,43.4,305,56.6,3,0.6,69,12.8,466,86.5,0,0,1,0.2,135,25,160,29.7,529,98.1,95.0%
10X391,The Angelo Patri Middle School,2017-18,530,0,0,0,0,0,0,0,181,160,189,0,0,0,0,233,44,297,56,8,1.5,116,21.9,394,74.3,5,0.9,7,1.3,143,27,191,36,487,91.9,95.3%
10X396,P.S. 396,2017-18,339,36,49,43,42,48,61,60,0,0,0,0,0,0,0,137,40.4,202,59.6,3,0.9,61,18,265,78.2,3,0.9,7,2.1,107,31.6,76,22.4,313,92.3,92.3%
