DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
84K784,Achievement First North Brooklyn Prep Charter Scho,2017-18,416,0,87,88,64,86,91,0,0,0,0,0,0,0,0,205,49.3,211,50.7,3,0.7,89,21.4,310,74.5,3,0.7,11,2.6,66,15.9,79,19,365,87.7,81.9%
84K785,Imagine Me Leadership Charter School,2017-18,229,0,28,39,41,43,39,39,0,0,0,0,0,0,0,0,0,229,100,0,0,187,81.7,37,16.2,5,2.2,0,0,31,13.5,6,2.6,204,89.1,72.9%
84K788,Achievement First Linden Elementary School,2017-18,453,0,88,95,87,99,84,0,0,0,0,0,0,0,0,226,49.9,227,50.1,7,1.5,359,79.2,80,17.7,4,0.9,3,0.7,59,13,6,1.3,397,87.6,78.6%
84K789,Compass Charter School,2017-18,274,0,50,58,57,59,50,0,0,0,0,0,0,0,0,140,51.1,134,48.9,19,6.9,80,29.2,31,11.3,25,9.1,119,43.4,54,19.7,2,0.7,73,26.6,36.7%
84K790,Central Brooklyn Ascend Charter School,2017-18,424,0,85,96,85,84,74,0,0,0,0,0,0,0,0,197,46.5,227,53.5,3,0.7,375,88.4,28,6.6,14,3.3,4,0.9,66,15.6,16,3.8,360,84.9,74.7%
84K791,Brooklyn Dreams Charter School,2017-18,652,0,76,66,70,78,78,77,75,62,70,0,0,0,0,325,49.8,327,50.2,108,16.6,395,60.6,117,17.9,16,2.5,16,2.5,93,14.3,71,10.9,407,62.4,68.6%
84K792,The Cultural Arts Academy at Spring Creek Charter,2017-18,297,0,40,54,47,44,46,37,29,0,0,0,0,0,0,145,48.8,152,51.2,1,0.3,264,88.9,24,8.1,5,1.7,3,1,32,10.8,4,1.3,190,64,50.8%
84K793,Bushwick Ascend Charter School,2017-18,887,0,107,118,117,115,110,79,76,92,73,0,0,0,0,429,48.4,458,51.6,10,1.1,195,22,667,75.2,6,0.7,9,1,142,16,149,16.8,729,82.2,80.1%
84K797,New Hope Academy Charter School,2017-18,344,0,46,57,75,75,49,42,0,0,0,0,0,0,0,184,53.5,160,46.5,2,0.6,312,90.7,10,2.9,17,4.9,3,0.9,36,10.5,2,0.6,273,79.4,64.4%
84K803,Brooklyn LAB Charter School,2017-18,651,0,0,0,0,0,0,0,178,228,135,110,0,0,0,284,43.6,367,56.4,11,1.7,510,78.3,99,15.2,20,3.1,11,1.7,190,29.2,12,1.8,439,67.4,74.9%
84K807,Collegiate Academy for Math and Personal Awareness,2017-18,69,0,0,0,0,0,0,0,18,51,0,0,0,0,0,31,44.9,38,55.1,0,0,57,82.6,11,15.9,1,1.4,0,0,16,23.2,2,2.9,50,72.5,80.1%
84K876,Achievement First Voyager Charter School,2017-18,187,0,0,0,0,0,0,98,89,0,0,0,0,0,0,102,54.5,85,45.5,2,1.1,162,86.6,11,5.9,11,5.9,1,0.5,34,18.2,2,1.1,139,74.3,66.9%
84K879,Brooklyn Prospect Charter School Downtown,2017-18,512,0,57,58,58,55,79,0,106,99,0,0,0,0,0,255,49.8,257,50.2,23,4.5,164,32,79,15.4,51,10,195,38.1,61,11.9,4,0.8,155,30.3,36.0%
84K882,Success Academy Charter School - Bushwick,2017-18,243,0,98,89,56,0,0,0,0,0,0,0,0,0,0,127,52.3,116,47.7,1,0.4,67,27.6,169,69.5,3,1.2,3,1.2,41,16.9,37,15.2,177,72.8,70.3%
84K883,Success Academy Charter School - Bed Stuy 3,2017-18,183,0,57,72,54,0,0,0,0,0,0,0,0,0,0,80,43.7,103,56.3,0,0,131,71.6,45,24.6,6,3.3,1,0.5,37,20.2,5,2.7,136,74.3,68.8%
84K886,Success Academy Charter School - Flatbush,2017-18,225,0,67,85,73,0,0,0,0,0,0,0,0,0,0,121,53.8,104,46.2,1,0.4,208,92.4,12,5.3,3,1.3,1,0.4,20,8.9,7,3.1,176,78.2,68.3%
84K892,Brooklyn Emerging Leaders Academy,2017-18,64,0,0,0,0,0,0,0,0,0,0,64,0,0,0,64,100,0,0,0,0,53,82.8,10,15.6,0,0,1,1.6,16,25,2,3.1,53,82.8,74.5%
84K895,Hebrew Language Academy Charter School 2,2017-18,129,0,65,64,0,0,0,0,0,0,0,0,0,0,0,62,48.1,67,51.9,4,3.1,35,27.1,10,7.8,3,2.3,77,59.7,31,24,22,17.1,102,79.1,69.1%
84M065,Democracy Prep Endurance Charter School,2017-18,584,0,0,0,0,0,0,0,106,114,103,100,98,63,0,286,49,298,51,2,0.3,387,66.3,176,30.1,13,2.2,6,1,118,20.2,32,5.5,441,75.5,77.2%
84M068,KIPP Washington Heights Middle School,2017-18,990,0,96,96,91,92,90,91,87,91,82,87,87,0,0,501,50.6,489,49.4,1,0.1,102,10.3,874,88.3,5,0.5,8,0.8,181,18.3,110,11.1,890,89.9,83.5%
84M080,Manhattan Charter School II,2017-18,200,0,32,32,42,34,37,23,0,0,0,0,0,0,0,88,44,112,56,5,2.5,63,31.5,124,62,6,3,2,1,47,23.5,15,7.5,167,83.5,82.5%
84M085,Global Community Charter School,2017-18,411,0,76,67,74,71,61,62,0,0,0,0,0,0,0,220,53.5,191,46.5,3,0.7,137,33.3,255,62,5,1.2,11,2.7,76,18.5,74,18,374,91,88.4%
84M100,Neighborhood Charter School of Harlem,2017-18,463,0,59,69,71,69,67,69,59,0,0,0,0,0,0,213,46,250,54,9,1.9,219,47.3,217,46.9,6,1.3,12,2.6,150,32.4,18,3.9,335,72.4,75.5%
84M168,East Harlem Scholars Academy Charter School II,2017-18,398,54,57,59,58,60,57,53,0,0,0,0,0,0,0,211,53,187,47,12,3,137,34.4,242,60.8,6,1.5,1,0.3,72,18.1,49,12.3,352,88.4,88.5%
84M170,Success Academy Hell's Kitchen (Manhattan 2),2017-18,483,0,90,95,102,97,94,5,0,0,0,0,0,0,0,236,48.9,247,51.1,76,15.7,97,20.1,217,44.9,13,2.7,80,16.6,74,15.3,28,5.8,268,55.5,53.6%
84M174,Success Academy Union Square (Manhattan 1),2017-18,619,0,79,90,115,110,104,86,35,0,0,0,0,0,0,311,50.2,308,49.8,115,18.6,137,22.1,160,25.8,33,5.3,174,28.1,112,18.1,19,3.1,242,39.1,38.7%
84M186,Harlem Hebrew Language Charter School,2017-18,387,0,46,69,68,82,76,46,0,0,0,0,0,0,0,179,46.3,208,53.7,4,1,134,34.6,115,29.7,6,1.6,128,33.1,85,22,43,11.1,215,55.6,60.4%
84M202,Great Oaks Charter School,2017-18,215,0,0,0,0,0,0,0,81,63,71,0,0,0,0,100,46.5,115,53.5,18,8.4,55,25.6,133,61.9,3,1.4,6,2.8,64,29.8,9,4.2,149,69.3,72.7%
84M204,Capital Preparatory (CP) Harlem Charter School,2017-18,233,0,0,0,0,0,0,0,76,75,82,0,0,0,0,109,46.8,124,53.2,1,0.4,168,72.1,61,26.2,3,1.3,0,0,51,21.9,4,1.7,142,60.9,72.8%
84M263,New York City Charter School of the Arts,2017-18,171,0,0,0,0,0,0,0,68,103,0,0,0,0,0,107,62.6,64,37.4,6,3.5,61,35.7,73,42.7,8,4.7,23,13.5,33,19.3,1,0.6,78,45.6,55.7%
84M265,Success Academy Charter School - Washington Height,2017-18,517,0,95,92,99,145,86,0,0,0,0,0,0,0,0,268,51.8,249,48.2,9,1.7,77,14.9,400,77.4,6,1.2,25,4.8,93,18,59,11.4,348,67.3,68.5%
84M279,The Opportunity Charter School,2017-18,426,0,0,0,0,0,0,0,57,72,71,67,58,53,48,177,41.5,249,58.5,6,1.4,217,50.9,193,45.3,8,1.9,2,0.5,266,62.4,41,9.6,346,81.2,85.7%
84M284,Harlem Children's Zone Promise Academy 1 Charter S,2017-18,1160,0,125,105,100,104,95,99,82,88,88,69,70,57,78,626,54,534,46,4,0.3,935,80.6,191,16.5,21,1.8,9,0.8,184,15.9,41,3.5,990,85.3,82.3%
84M295,School in the Square Public Charter School,2017-18,206,0,0,0,0,0,0,0,103,103,0,0,0,0,0,108,52.4,98,47.6,0,0,16,7.8,183,88.8,1,0.5,6,2.9,36,17.5,30,14.6,175,85,84.0%
84M320,Manhattan Charter School,2017-18,258,0,45,44,49,48,35,37,0,0,0,0,0,0,0,112,43.4,146,56.6,36,14,39,15.1,173,67.1,4,1.6,6,2.3,56,21.7,35,13.6,207,80.2,77.5%
84M329,Harlem Link Charter School,2017-18,437,36,79,75,87,53,55,52,0,0,0,0,0,0,0,216,49.4,221,50.6,3,0.7,278,63.6,144,33,7,1.6,5,1.1,89,20.4,31,7.1,382,87.4,82.9%
84M330,Girls Preparatory Charter School of New York,2017-18,654,0,49,70,85,84,78,83,80,71,54,0,0,0,0,652,99.7,2,0.3,14,2.1,305,46.6,303,46.3,19,2.9,13,2,109,16.7,14,2.1,513,78.4,75.6%
84M335,Harlem Village Academy Leadership Charter School,2017-18,823,0,88,96,81,79,64,66,67,45,55,42,29,50,61,422,51.3,401,48.7,4,0.5,518,62.9,279,33.9,16,1.9,6,0.7,165,20,10,1.2,669,81.3,81.2%
84M336,KIPP Infinity Charter School,2017-18,1134,0,95,92,95,87,94,102,99,82,94,82,87,62,63,562,49.6,572,50.4,4,0.4,320,28.2,789,69.6,6,0.5,15,1.3,262,23.1,114,10.1,995,87.7,83.0%
84M337,New York Center for Autism Charter School,2017-18,33,0,0,4,4,1,1,3,0,2,1,5,6,3,3,6,18.2,27,81.8,4,12.1,3,9.1,12,36.4,1,3,13,39.4,33,100,1,3,29,87.9,87.4%
84M338,WHIN Music Community,2017-18,78,0,50,28,0,0,0,0,0,0,0,0,0,0,0,37,47.4,41,52.6,0,0,17,21.8,52,66.7,1,1.3,8,10.3,18,23.1,11,14.1,48,61.5,70.4%
84M341,Harlem Children's Zone Promise Academy II Charter,2017-18,1009,0,104,109,92,80,88,90,82,70,76,63,67,63,25,520,51.5,489,48.5,6,0.6,828,82.1,148,14.7,22,2.2,5,0.5,147,14.6,31,3.1,829,82.2,82.7%
84M350,Democracy Prep Charter School,2017-18,693,0,0,0,0,0,0,0,104,111,105,130,93,70,80,350,50.5,343,49.5,6,0.9,459,66.2,211,30.4,11,1.6,6,0.9,117,16.9,35,5.1,575,83,76.0%
84M351,Success Academy Charter School - Harlem 1,2017-18,1187,2,65,97,95,118,121,92,87,65,102,134,161,31,17,619,52.1,568,47.9,13,1.1,851,71.7,268,22.6,35,2.9,20,1.7,172,14.5,30,2.5,868,73.1,72.7%
84M353,New Heights Academy Charter School,2017-18,764,0,0,0,0,0,0,86,96,100,99,92,101,93,97,407,53.3,357,46.7,1,0.1,31,4.1,731,95.7,0,0,1,0.1,105,13.7,95,12.4,717,93.8,89.3%
84M357,Success Academy Charter School - Harlem 6,2017-18,149,0,90,59,0,0,0,0,0,0,0,0,0,0,0,76,51,73,49,0,0,91,61.1,54,36.2,2,1.3,2,1.3,15,10.1,3,2,117,78.5,82.1%
84M358,Success Academy Charter School - Hudson Yards,2017-18,112,0,62,50,0,0,0,0,0,0,0,0,0,0,0,61,54.5,51,45.5,10,8.9,27,24.1,45,40.2,4,3.6,26,23.2,13,11.6,7,6.3,58,51.8,53.8%
84M382,DREAM Charter School,2017-18,642,38,52,56,56,57,59,57,56,59,54,98,0,0,0,315,49.1,327,50.9,10,1.6,196,30.5,419,65.3,9,1.4,8,1.2,172,26.8,42,6.5,552,86,84.9%
84M384,Success Academy Charter School - Harlem 2,2017-18,752,0,98,98,115,88,84,71,70,58,70,0,0,0,0,392,52.1,360,47.9,13,1.7,504,67,216,28.7,6,0.8,13,1.7,129,17.2,23,3.1,584,77.7,75.8%
84M385,Success Academy Charter School - Harlem 3,2017-18,948,0,67,94,103,107,97,121,107,78,68,106,0,0,0,476,50.2,472,49.8,10,1.1,580,61.2,319,33.6,22,2.3,17,1.8,180,19,31,3.3,708,74.7,75.8%
84M386,Success Academy Charter School - Harlem 4,2017-18,579,0,89,87,92,93,86,3,1,61,67,0,0,0,0,281,48.5,298,51.5,9,1.6,366,63.2,170,29.4,17,2.9,17,2.9,111,19.2,29,5,433,74.8,75.0%
84M388,St. HOPE Leadership Academy Charter School,2017-18,301,0,0,0,0,0,0,0,117,100,84,0,0,0,0,139,46.2,162,53.8,5,1.7,177,58.8,112,37.2,5,1.7,2,0.7,66,21.9,22,7.3,281,93.4,86.4%
84M430,The Equity Project Charter School (TEP),2017-18,720,0,123,123,0,0,0,123,121,117,113,0,0,0,0,361,50.1,359,49.9,1,0.1,26,3.6,685,95.1,3,0.4,5,0.7,153,21.3,202,28.1,652,90.6,82.5%
84M433,Renaissance Charter High School for Innovation,2017-18,445,0,0,0,0,0,0,0,0,0,0,96,121,122,106,213,47.9,232,52.1,4,0.9,188,42.2,248,55.7,3,0.7,2,0.4,150,33.7,51,11.5,360,80.9,87.6%
84M478,Inwood Academy for Leadership Charter School,2017-18,888,0,0,0,0,0,0,110,111,126,121,135,113,93,79,409,46.1,479,53.9,4,0.5,51,5.7,820,92.3,9,1,4,0.5,193,21.7,127,14.3,819,92.2,81.2%
84M481,Democracy Prep Harlem Charter School,2017-18,946,0,47,57,59,86,78,0,108,101,108,123,90,55,34,481,50.8,465,49.2,6,0.6,611,64.6,307,32.5,16,1.7,6,0.6,150,15.9,61,6.4,802,84.8,81.0%
84M482,Success Academy Charter School - Harlem 5,2017-18,798,0,67,94,94,97,93,127,90,76,60,0,0,0,0,432,54.1,366,45.9,9,1.1,541,67.8,217,27.2,22,2.8,9,1.1,137,17.2,44,5.5,655,82.1,79.9%
84M483,New York French American Charter School,2017-18,293,18,53,41,48,51,39,43,0,0,0,0,0,0,0,166,56.7,127,43.3,3,1,187,63.8,51,17.4,12,4.1,40,13.7,26,8.9,67,22.9,216,73.7,68.2%
84M518,East Harlem Scholars Academy Charter School,2017-18,556,19,60,61,63,63,62,59,88,81,0,0,0,0,0,270,48.6,286,51.4,7,1.3,141,25.4,371,66.7,21,3.8,16,2.9,140,25.2,45,8.1,483,86.9,84.6%
84M522,Broome Street Academy Charter School,2017-18,330,0,0,0,0,0,0,0,0,0,0,100,74,79,77,181,54.8,149,45.2,4,1.2,181,54.8,119,36.1,19,5.8,7,2.1,78,23.6,12,3.6,250,75.8,75.8%
84M523,Success Academy Charter School - Upper West,2017-18,736,0,92,93,102,92,97,128,88,44,0,0,0,0,0,366,49.7,370,50.3,68,9.2,159,21.6,263,35.7,25,3.4,221,30,126,17.1,22,3,319,43.3,42.6%
84M702,Sisulu-Walker Charter School of Harlem,2017-18,221,0,46,37,35,26,28,49,0,0,0,0,0,0,0,102,46.2,119,53.8,1,0.5,178,80.5,31,14,10,4.5,1,0.5,40,18.1,6,2.7,196,88.7,87.3%
84M704,Harbor Science and Arts Charter School,2017-18,250,0,20,30,30,32,27,29,33,28,21,0,0,0,0,120,48,130,52,3,1.2,138,55.2,103,41.2,4,1.6,2,0.8,57,22.8,7,2.8,183,73.2,82.0%
84M705,Amber Charter School,2017-18,492,0,103,99,86,80,69,55,0,0,0,0,0,0,0,245,49.8,247,50.2,9,1.8,152,30.9,321,65.2,3,0.6,7,1.4,75,15.2,45,9.1,410,83.3,79.8%
84M707,John V. Lindsay Wildcat Academy Charter School,2017-18,493,0,0,0,0,0,0,0,0,0,0,161,102,164,66,245,49.7,248,50.3,5,1,199,40.4,271,55,7,1.4,11,2.2,183,37.1,38,7.7,423,85.8,87.3%
84M708,Harlem Prep Charter School,2017-18,905,0,54,61,58,62,85,81,100,110,100,108,86,0,0,450,49.7,455,50.3,7,0.8,511,56.5,368,40.7,14,1.5,5,0.6,161,17.8,47,5.2,793,87.6,84.6%
84M709,Harlem Village Academy Charter School,2017-18,936,0,111,120,103,105,72,67,69,48,56,44,38,43,60,457,48.8,479,51.2,4,0.4,727,77.7,177,18.9,18,1.9,10,1.1,190,20.3,38,4.1,749,80,76.4%
84M726,KIPP STAR College Prep Charter School,2017-18,923,0,95,95,95,90,0,98,78,51,68,67,80,53,53,444,48.1,479,51.9,5,0.5,443,48,441,47.8,28,3,6,0.7,226,24.5,46,5,779,84.4,82.0%
84M861,Future Leaders Institute Charter School,2017-18,357,0,34,34,45,40,48,49,43,30,34,0,0,0,0,182,51,175,49,3,0.8,283,79.3,63,17.6,3,0.8,5,1.4,49,13.7,23,6.4,310,86.8,81.3%
84Q083,Central Queens Academy Charter School,2017-18,401,0,0,0,0,0,0,106,105,104,86,0,0,0,0,225,56.1,176,43.9,74,18.5,48,12,264,65.8,1,0.2,14,3.5,36,9,37,9.2,345,86,75.1%
84Q170,Peninsula Preparatory Academy Charter School,2017-18,371,51,52,54,56,54,54,50,0,0,0,0,0,0,0,216,58.2,155,41.8,5,1.3,249,67.1,90,24.3,12,3.2,15,4,42,11.3,29,7.8,321,86.5,70.4%
84Q298,Middle Village Prep Charter School,2017-18,393,0,0,0,0,0,0,0,145,131,117,0,0,0,0,198,50.4,195,49.6,14,3.6,10,2.5,219,55.7,0,0,150,38.2,46,11.7,8,2,194,49.4,49.0%
84Q304,VOICE Charter School of New York,2017-18,682,0,90,90,87,70,76,88,60,62,59,0,0,0,0,361,52.9,321,47.1,100,14.7,86,12.6,408,59.8,29,4.3,59,8.7,110,16.1,118,17.3,558,81.8,67.6%
84Q320,New Visions Charter High School for Advanced Math,2017-18,373,0,0,0,0,0,0,0,0,0,0,154,126,93,0,174,46.6,199,53.4,31,8.3,263,70.5,61,16.4,14,3.8,4,1.1,65,17.4,15,4,270,72.4,52.9%
84Q321,Growing Up Green Charter School,2017-18,853,0,95,93,97,89,97,92,103,102,85,0,0,0,0,406,47.6,447,52.4,107,12.5,105,12.3,315,36.9,58,6.8,268,31.4,180,21.1,74,8.7,402,47.1,52.9%
84Q337,Success Academy Charter School - Rosedale - New Yo,2017-18,497,0,66,96,103,150,82,0,0,0,0,0,0,0,0,266,53.5,231,46.5,8,1.6,440,88.5,38,7.6,7,1.4,4,0.8,73,14.7,5,1,311,62.6,46.8%
84Q339,Success Academy Charter School - Springfield Garde,2017-18,481,0,98,98,96,129,60,0,0,0,0,0,0,0,0,255,53,226,47,10,2.1,434,90.2,24,5,11,2.3,2,0.4,53,11,6,1.2,317,65.9,48.9%
84Q340,Challenge Preparatory Charter School,2017-18,769,0,97,96,95,71,71,72,92,89,86,0,0,0,0,417,54.2,352,45.8,8,1,617,80.2,115,15,15,2,14,1.8,116,15.1,20,2.6,625,81.3,71.0%
84Q341,Riverton Street Charter School,2017-18,941,0,110,111,112,114,111,114,109,82,78,0,0,0,0,479,50.9,462,49.1,6,0.6,847,90,69,7.3,13,1.4,6,0.6,126,13.4,11,1.2,409,43.5,46.0%
84Q342,Rochdale Early Advantage Charter School,2017-18,320,36,51,50,50,50,50,33,0,0,0,0,0,0,0,172,53.8,148,46.3,5,1.6,295,92.2,9,2.8,8,2.5,3,0.9,39,12.2,2,0.6,229,71.6,54.9%
84Q359,Academy of the City Charter School,2017-18,409,0,55,56,58,81,109,50,0,0,0,0,0,0,0,213,52.1,196,47.9,78,19.1,37,9,223,54.5,13,3.2,58,14.2,44,10.8,47,11.5,294,71.9,59.3%
84Q372,Growing Up Green Charter School II,2017-18,293,33,67,69,67,57,0,0,0,0,0,0,0,0,0,137,46.8,156,53.2,38,13,160,54.6,83,28.3,6,2,6,2,53,18.1,29,9.9,228,77.8,65.5%
84Q373,New Visions Charter High School for the Humanities,2017-18,86,0,0,0,0,0,0,0,0,0,0,86,0,0,0,37,43,49,57,5,5.8,51,59.3,18,20.9,8,9.3,4,4.7,21,24.4,2,2.3,67,77.9,68.7%
84Q374,Success Academy Charter School - South Jamaica,2017-18,232,0,69,100,63,0,0,0,0,0,0,0,0,0,0,123,53,109,47,19,8.2,163,70.3,35,15.1,11,4.7,4,1.7,33,14.2,4,1.7,157,67.7,62.8%
84Q375,Success Academy Charter School - Far Rockaway,2017-18,271,0,67,113,91,0,0,0,0,0,0,0,0,0,0,128,47.2,143,52.8,3,1.1,199,73.4,53,19.6,9,3.3,7,2.6,47,17.3,1,0.4,199,73.4,69.3%
84Q380,Forte Preparatory Academy Charter School,2017-18,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,34,38.6,54,61.4,3,3.4,5,5.7,79,89.8,0,0,1,1.1,16,18.2,17,19.3,79,89.8,80.9%
84Q704,Merrick Academy - Queens Public Charter School,2017-18,551,0,82,80,108,89,90,102,0,0,0,0,0,0,0,276,50.1,275,49.9,14,2.5,498,90.4,22,4,16,2.9,1,0.2,98,17.8,16,2.9,385,69.9,53.8%
84Q705,Renaissance Charter School,2017-18,565,18,25,25,26,25,26,52,51,52,53,57,54,52,49,280,49.6,285,50.4,106,18.8,38,6.7,349,61.8,9,1.6,63,11.2,90,15.9,44,7.8,421,74.5,56.9%
84Q706,Our World Neighborhood Charter School,2017-18,730,0,73,79,112,83,82,82,78,78,63,0,0,0,0,353,48.4,377,51.6,133,18.2,47,6.4,284,38.9,24,3.3,242,33.2,80,11,58,7.9,536,73.4,55.8%
84R012,New Ventures Charter School,2017-18,127,0,0,0,0,0,0,0,0,0,0,4,39,54,30,66,52,61,48,4,3.1,26,20.5,36,28.3,2,1.6,59,46.5,45,35.4,3,2.4,65,51.2,49.0%
84R067,John W. Lavelle Preparatory Charter School,2017-18,697,0,0,0,0,44,66,82,103,92,113,64,57,46,30,327,46.9,370,53.1,19,2.7,294,42.2,299,42.9,12,1.7,73,10.5,248,35.6,17,2.4,508,72.9,67.5%
84R073,New World Preparatory Charter School,2017-18,378,0,0,0,0,0,0,0,134,119,125,0,0,0,0,205,54.2,173,45.8,7,1.9,95,25.1,255,67.5,2,0.5,19,5,92,24.3,46,12.2,354,93.7,82.4%
84X124,Children's Aid College Prep Charter School,2017-18,503,0,69,75,73,70,72,74,70,0,0,0,0,0,0,257,51.1,246,48.9,9,1.8,228,45.3,249,49.5,10,2,7,1.4,100,19.9,37,7.4,399,79.3,83.9%
84X133,Icahn Charter School 6,2017-18,332,0,36,42,46,40,44,42,42,40,0,0,0,0,0,183,55.1,149,44.9,1,0.3,186,56,141,42.5,3,0.9,1,0.3,35,10.5,10,3,291,87.7,85.7%
84X165,Grand Concourse Charter School,2017-18,559,0,66,71,78,68,62,60,57,59,38,0,0,0,0,295,52.8,264,47.2,20,3.6,194,34.7,324,58,10,1.8,11,2,56,10,80,14.3,497,88.9,79.3%
84X177,Mott Hall Charter School,2017-18,254,0,0,0,0,0,0,0,78,87,89,0,0,0,0,116,45.7,138,54.3,1,0.4,93,36.6,151,59.4,6,2.4,3,1.2,45,17.7,40,15.7,237,93.3,91.9%
84X185,Bronx Lighthouse Charter School,2017-18,650,0,52,53,52,47,45,44,42,46,37,60,67,49,56,354,54.5,296,45.5,7,1.1,212,32.6,423,65.1,6,0.9,2,0.3,109,16.8,47,7.2,585,90,80.9%
84X200,New Visions A.I.M. Charter High School II,2017-18,209,0,0,0,0,0,0,0,0,0,0,113,54,24,18,88,42.1,121,57.9,1,0.5,108,51.7,94,45,4,1.9,2,1,107,51.2,17,8.1,187,89.5,93.4%
84X202,New Visions Charter High School for Advanced Math,2017-18,548,0,0,0,0,0,0,0,0,0,0,146,121,134,147,269,49.1,279,50.9,10,1.8,236,43.1,274,50,22,4,6,1.1,90,16.4,55,10,474,86.5,81.9%
84X208,New Visions Charter High School for the Humanities,2017-18,488,0,0,0,0,0,0,0,0,0,0,156,150,93,89,255,52.3,233,47.7,6,1.2,191,39.1,279,57.2,10,2,2,0.4,101,20.7,70,14.3,394,80.7,81.9%
84X233,Family Life Academy Charter School II,2017-18,485,0,44,52,52,49,49,66,75,48,50,0,0,0,0,274,56.5,211,43.5,3,0.6,116,23.9,363,74.8,2,0.4,1,0.2,64,13.2,63,13,447,92.2,86.6%
84X255,Bronx Charter School for Excellence,2017-18,809,0,90,90,90,90,90,90,90,90,89,0,0,0,0,425,52.5,384,47.5,195,24.1,319,39.4,274,33.9,11,1.4,10,1.2,74,9.1,73,9,625,77.3,60.0%
84X256,Heketi Community Charter School,2017-18,285,0,52,48,48,47,49,41,0,0,0,0,0,0,0,130,45.6,155,54.4,1,0.4,74,26,203,71.2,5,1.8,2,0.7,46,16.1,64,22.5,259,90.9,88.2%
84X309,South Bronx Charter School for International Cultu,2017-18,426,0,95,112,65,56,50,48,0,0,0,0,0,0,0,237,55.6,189,44.4,2,0.5,54,12.7,361,84.7,1,0.2,8,1.9,25,5.9,162,38,391,91.8,87.9%
84X345,Hyde Leadership Charter School,2017-18,972,0,78,82,82,83,76,76,73,75,79,79,87,40,62,500,51.4,472,48.6,4,0.4,294,30.2,665,68.4,4,0.4,5,0.5,219,22.5,126,13,879,90.4,84.1%
84X346,South Bronx Classical Charter School,2017-18,495,0,81,85,79,58,51,46,33,29,33,0,0,0,0,272,54.9,223,45.1,12,2.4,180,36.4,291,58.8,3,0.6,9,1.8,58,11.7,93,18.8,436,88.1,82.8%
84X347,International Leadership Charter High School,2017-18,349,0,0,0,0,0,0,0,0,0,0,96,91,83,79,193,55.3,156,44.7,5,1.4,44,12.6,283,81.1,12,3.4,5,1.4,54,15.5,34,9.7,297,85.1,80.2%
84X362,Icahn Charter School 7,2017-18,243,0,33,35,40,37,40,35,23,0,0,0,0,0,0,133,54.7,110,45.3,10,4.1,117,48.1,109,44.9,2,0.8,5,2.1,17,7,5,2.1,166,68.3,66.4%
84X364,South Bronx Classical Charter School II,2017-18,312,0,51,79,54,62,43,23,0,0,0,0,0,0,0,162,51.9,150,48.1,0,0,145,46.5,156,50,6,1.9,5,1.6,33,10.6,44,14.1,286,91.7,79.9%
84X378,Icahn Charter School 2,2017-18,320,0,40,40,35,38,27,37,35,35,33,0,0,0,0,187,58.4,133,41.6,17,5.3,98,30.6,191,59.7,6,1.9,8,2.5,36,11.2,17,5.3,212,66.3,58.8%
84X380,Success Academy Charter School - Bronx 3,2017-18,515,0,62,96,97,101,89,70,0,0,0,0,0,0,0,248,48.2,267,51.8,3,0.6,272,52.8,226,43.9,12,2.3,2,0.4,64,12.4,27,5.2,431,83.7,82.6%
84X387,Brilla College Prep Charter School,2017-18,529,0,89,91,91,90,88,80,0,0,0,0,0,0,0,258,48.8,271,51.2,3,0.6,128,24.2,387,73.2,4,0.8,7,1.3,102,19.3,135,25.5,477,90.2,85.8%
84X389,Bronx Global Learning Institute for Girls Charter,2017-18,436,0,42,53,55,49,53,53,44,44,43,0,0,0,0,436,100,0,0,7,1.6,115,26.4,302,69.3,8,1.8,4,0.9,48,11,62,14.2,388,89,83.5%
84X393,University Prep Charter High School,2017-18,433,0,0,0,0,0,0,0,0,0,0,113,106,115,99,244,56.4,189,43.6,6,1.4,149,34.4,271,62.6,4,0.9,3,0.7,63,14.5,33,7.6,372,85.9,78.3%
84X394,Mott Haven Academy Charter School,2017-18,398,36,52,52,52,51,52,51,52,0,0,0,0,0,0,204,51.3,194,48.7,1,0.3,110,27.6,277,69.6,9,2.3,1,0.3,93,23.4,57,14.3,373,93.7,93.4%
84X395,"NYC Charter High School for Architecture, Engineer",2017-18,424,0,0,0,0,0,0,0,0,0,0,127,111,107,79,139,32.8,285,67.2,3,0.7,174,41,241,56.8,4,0.9,2,0.5,90,21.2,36,8.5,397,93.6,84.9%
84X398,Bronx Community Charter School,2017-18,512,0,51,55,50,80,75,50,51,49,51,0,0,0,0,250,48.8,262,51.2,21,4.1,123,24,344,67.2,7,1.4,17,3.3,108,21.1,90,17.6,434,84.8,79.8%
